Time	Sum	Command
6	16	-> if not set -q __fish_git_prompt_char_conflictedstate...
10	10	--> not set -q __fish_git_prompt_char_conflictedstate
6	16	-> if not set -q __fish_git_prompt_char_cleanstate...
10	10	--> not set -q __fish_git_prompt_char_cleanstate
7	16	-> if not set -q __fish_git_prompt_color_dirtystate...
9	9	--> not set -q __fish_git_prompt_color_dirtystate
6	18	-> if not set -q __fish_git_prompt_color_stagedstate...
12	12	--> not set -q __fish_git_prompt_color_stagedstate
7	17	-> if not set -q __fish_git_prompt_color_invalidstate...
10	10	--> not set -q __fish_git_prompt_color_invalidstate
7	16	-> if not set -q __fish_git_prompt_color_untrackedfiles...
9	9	--> not set -q __fish_git_prompt_color_untrackedfiles
8	17	-> if not set -q __fish_git_prompt_color_cleanstate...
9	9	--> not set -q __fish_git_prompt_color_cleanstate
7	17	-> if not set -q __fish_prompt_normal...
10	10	--> not set -q __fish_prompt_normal
18	18	-> set -l color_cwd
16	16	-> set -l prefix
16	16	-> set -l suffix
23	71	-> switch "$USER"...
26	26	--> set color_cwd $fish_color_cwd
22	22	--> set suffix '$'
30	30	-> set_color $color_cwd
65	573	-> echo -n (prompt_pwd)
162	508	--> prompt_pwd
26	26	---> set -l options 'h/help'
32	32	---> argparse -n prompt_pwd --max-args=0 $options -- $argv
8	20	---> if set -q _flag_help...
12	12	----> set -q _flag_help
11	11	---> set -q fish_prompt_pwd_dir_length
17	17	---> or set -l fish_prompt_pwd_dir_length 1
58	58	---> set realhome ~
65	116	---> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
51	51	----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
12	66	---> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
18	18	----> [ $fish_prompt_pwd_dir_length -eq 0 ]
36	36	----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
18	18	-> set_color normal
63	28781	-> printf '%s ' (__fish_vcs_prompt)
46	28718	--> __fish_vcs_prompt
618	4293	---> __fish_git_prompt
14	129	----> if not command -sq git...
115	115	-----> not command -sq git
114	3515	----> set -l repo_info (command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null)
3401	3401	-----> command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null
24	24	----> test -n "$repo_info"
7	7	----> or return
345	424	---> __fish_hg_prompt
11	79	----> if not command -sq hg...
59	59	-----> not command -sq hg
9	9	-----> return 1
171	23955	---> __fish_svn_prompt
9	65	----> if not command -sq svn...
56	56	-----> not command -sq svn
111	23658	----> set -l checkout_info (command svn info ^/dev/null)
23547	23547	-----> command svn info ^/dev/null
19	61	----> if [ $status -ne 0 ]...
33	33	-----> [ $status -ne 0 ]
9	9	-----> return
13	37	-> if not test $last_status -eq 0...
24	24	--> not test $last_status -eq 0
24	24	-> echo -n "$suffix "
30	30	-> set_color normal
19	19	> echo $_ " "
31	78	> __fish_pwd
47	47	-> pwd
78	116	> __fish_disable_bracketed_paste 'ls -a'
38	38	-> printf "\e[?2004l"
39	39	> echo $_ " "
67	178	> __fish_pwd
111	111	-> pwd
286	5600	> ls -a
5314	5314	-> command ls -G $argv
109	211	> __fish_enable_bracketed_paste
102	102	-> printf "\e[?2004h"
95	525	> fish_mode_prompt
217	430	-> fish_default_mode_prompt
18	213	--> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
160	160	---> test "$fish_key_bindings" = "fish_vi_key_bindings"
35	35	---> or test "$fish_key_bindings" = "fish_hybrid_key_bindings"
774	25908	> fish_prompt
46	46	-> set -l last_status $status
10	27	-> if not set -q __fish_git_prompt_show_informative_status...
17	17	--> not set -q __fish_git_prompt_show_informative_status
8	19	-> if not set -q __fish_git_prompt_hide_untrackedfiles...
11	11	--> not set -q __fish_git_prompt_hide_untrackedfiles
5	16	-> if not set -q __fish_git_prompt_color_branch...
11	11	--> not set -q __fish_git_prompt_color_branch
7	17	-> if not set -q __fish_git_prompt_showupstream...
10	10	--> not set -q __fish_git_prompt_showupstream
7	17	-> if not set -q __fish_git_prompt_char_upstream_ahead...
10	10	--> not set -q __fish_git_prompt_char_upstream_ahead
6	16	-> if not set -q __fish_git_prompt_char_upstream_behind...
10	10	--> not set -q __fish_git_prompt_char_upstream_behind
6	18	-> if not set -q __fish_git_prompt_char_upstream_prefix...
12	12	--> not set -q __fish_git_prompt_char_upstream_prefix
6	16	-> if not set -q __fish_git_prompt_char_stagedstate...
10	10	--> not set -q __fish_git_prompt_char_stagedstate
6	16	-> if not set -q __fish_git_prompt_char_dirtystate...
10	10	--> not set -q __fish_git_prompt_char_dirtystate
7	16	-> if not set -q __fish_git_prompt_char_untrackedfiles...
9	9	--> not set -q __fish_git_prompt_char_untrackedfiles
6	15	-> if not set -q __fish_git_prompt_char_conflictedstate...
9	9	--> not set -q __fish_git_prompt_char_conflictedstate
6	16	-> if not set -q __fish_git_prompt_char_cleanstate...
10	10	--> not set -q __fish_git_prompt_char_cleanstate
5	15	-> if not set -q __fish_git_prompt_color_dirtystate...
10	10	--> not set -q __fish_git_prompt_color_dirtystate
6	18	-> if not set -q __fish_git_prompt_color_stagedstate...
12	12	--> not set -q __fish_git_prompt_color_stagedstate
6	16	-> if not set -q __fish_git_prompt_color_invalidstate...
10	10	--> not set -q __fish_git_prompt_color_invalidstate
6	15	-> if not set -q __fish_git_prompt_color_untrackedfiles...
9	9	--> not set -q __fish_git_prompt_color_untrackedfiles
6	16	-> if not set -q __fish_git_prompt_color_cleanstate...
10	10	--> not set -q __fish_git_prompt_color_cleanstate
6	16	-> if not set -q __fish_prompt_normal...
10	10	--> not set -q __fish_prompt_normal
16	16	-> set -l color_cwd
16	16	-> set -l prefix
14	14	-> set -l suffix
22	67	-> switch "$USER"...
26	26	--> set color_cwd $fish_color_cwd
19	19	--> set suffix '$'
30	30	-> set_color $color_cwd
63	703	-> echo -n (prompt_pwd)
198	640	--> prompt_pwd
70	70	---> set -l options 'h/help'
49	49	---> argparse -n prompt_pwd --max-args=0 $options -- $argv
8	21	---> if set -q _flag_help...
13	13	----> set -q _flag_help
11	11	---> set -q fish_prompt_pwd_dir_length
18	18	---> or set -l fish_prompt_pwd_dir_length 1
79	79	---> set realhome ~
74	128	---> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
54	54	----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
10	66	---> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
19	19	----> [ $fish_prompt_pwd_dir_length -eq 0 ]
37	37	----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
19	19	-> set_color normal
57	23855	-> printf '%s ' (__fish_vcs_prompt)
48	23798	--> __fish_vcs_prompt
582	4621	---> __fish_git_prompt
15	137	----> if not command -sq git...
122	122	-----> not command -sq git
132	3872	----> set -l repo_info (command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null)
3740	3740	-----> command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null
24	24	----> test -n "$repo_info"
6	6	----> or return
317	387	---> __fish_hg_prompt
10	70	----> if not command -sq hg...
52	52	-----> not command -sq hg
8	8	-----> return 1
147	18742	---> __fish_svn_prompt
7	59	----> if not command -sq svn...
52	52	-----> not command -sq svn
105	18490	----> set -l checkout_info (command svn info ^/dev/null)
18385	18385	-----> command svn info ^/dev/null
14	46	----> if [ $status -ne 0 ]...
26	26	-----> [ $status -ne 0 ]
6	6	-----> return
10	24	-> if not test $last_status -eq 0...
14	14	--> not test $last_status -eq 0
16	16	-> echo -n "$suffix "
23	23	-> set_color normal
15	15	> echo $_ " "
28	82	> __fish_pwd
54	54	-> pwd
78	115	> __fish_disable_bracketed_paste 'cd ..'
37	37	-> printf "\e[?2004l"
34	34	> echo $_ " "
58	150	> __fish_pwd
92	92	-> pwd
543	33748	> cd ..
82	82	-> set -l MAX_DIR_HIST 25
14	202	-> if test (count $argv) -gt 1...
125	188	--> test (count $argv) -gt 1
63	63	---> count $argv
13	50	-> if status --is-command-substitution...
37	37	--> status --is-command-substitution
51	51	-> set -l previous $PWD
12	51	-> if test "$argv" = "-"...
39	39	--> test "$argv" = "-"
190	32394	-> builtin cd $argv
73	30371	--> __z_on_variable_pwd VARIABLE SET PWD
244	30298	---> __z_add
117	2115	----> set -l path (command dirname (status -f))
1976	1998	-----> command dirname (status -f)
22	22	------> status -f
114	159	----> for i in $Z_EXCLUDE...
11	45	-----> if contains -- $PWD $i...
34	34	------> contains -- $PWD $i
112	2803	----> set -l tmpfile (mktemp $Z_DATA.XXXXXX)
2691	2691	-----> mktemp $Z_DATA.XXXXXX
243	11063	----> if test -f $tmpfile...
35	35	-----> test -f $tmpfile
4856	8291	-----> command awk -v path="$PWD" -v now=(date +%s) -F "|" -f $path/zadd.awk $Z_DATA 2>/dev/null >$tmpfile
3435	3435	------> date +%s
16	120	-----> if test ! -z "$Z_OWNER"...
104	104	------> test ! -z "$Z_OWNER"
2374	2374	-----> command mv $tmpfile $Z_DATA
158	13914	----> __z_complete
651	13216	-----> set -l __z_marks (string replace -r '\|.*' '' < $Z_DATA | string escape)
12565	12565	------> string replace -r '\|.*' '' < $Z_DATA | string escape
229	229	-----> complete -c $Z_CMD -a "$__z_marks" -f
201	201	-----> complete -c $ZO_CMD -a "$__z_marks" -f
22	22	-----> complete -c $Z_CMD -s c -l clean  -d "Cleans out $Z_DATA"
15	15	-----> complete -c $Z_CMD -s e -l echo   -d "Prints best match, no cd"
14	14	-----> complete -c $Z_CMD -s l -l list   -d "List matches, no cd"
17	17	-----> complete -c $Z_CMD -s p -l purge  -d "Purges $Z_DATA"
14	14	-----> complete -c $Z_CMD -s r -l rank   -d "Searches by rank, cd"
14	14	-----> complete -c $Z_CMD -s t -l recent -d "Searches by recency, cd"
14	14	-----> complete -c $Z_CMD -s h -l help   -d "Print help"
55	1833	--> __update_cwd_osc VARIABLE SET PWD
7	31	---> if status --is-command-substitution...
15	15	----> status --is-command-substitution
9	9	----> or set -q INSIDE_EMACS
153	1747	---> printf \e\]7\;file://\%s\%s\a (hostname) (string escape --style=url $PWD)
1561	1561	----> hostname
33	33	----> string escape --style=url $PWD
39	39	-> set -l cd_status $status
37	315	-> if test $cd_status -eq 0 -a "$PWD" != "$previous"...
70	70	--> test $cd_status -eq 0 -a "$PWD" != "$previous"
23	23	--> set -q dirprev
50	50	--> set -q dirprev[$MAX_DIR_HIST]
79	79	--> set -g dirprev $dirprev $previous
28	28	--> set -e dirnext
28	28	--> set -g __fish_cd_direction prev
21	21	-> return $cd_status
27	45	> __fish_enable_bracketed_paste
18	18	-> printf "\e[?2004h"
31	254	> fish_mode_prompt
106	223	-> fish_default_mode_prompt
11	117	--> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
82	82	---> test "$fish_key_bindings" = "fish_vi_key_bindings"
24	24	---> or test "$fish_key_bindings" = "fish_hybrid_key_bindings"
595	37448	> fish_prompt
32	32	-> set -l last_status $status
8	21	-> if not set -q __fish_git_prompt_show_informative_status...
13	13	--> not set -q __fish_git_prompt_show_informative_status
6	16	-> if not set -q __fish_git_prompt_hide_untrackedfiles...
10	10	--> not set -q __fish_git_prompt_hide_untrackedfiles
6	15	-> if not set -q __fish_git_prompt_color_branch...
9	9	--> not set -q __fish_git_prompt_color_branch
6	15	-> if not set -q __fish_git_prompt_showupstream...
9	9	--> not set -q __fish_git_prompt_showupstream
15	25	-> if not set -q __fish_git_prompt_char_upstream_ahead...
10	10	--> not set -q __fish_git_prompt_char_upstream_ahead
13	36	-> if not set -q __fish_git_prompt_char_upstream_behind...
23	23	--> not set -q __fish_git_prompt_char_upstream_behind
8	34	-> if not set -q __fish_git_prompt_char_upstream_prefix...
26	26	--> not set -q __fish_git_prompt_char_upstream_prefix
6	15	-> if not set -q __fish_git_prompt_char_stagedstate...
9	9	--> not set -q __fish_git_prompt_char_stagedstate
5	14	-> if not set -q __fish_git_prompt_char_dirtystate...
9	9	--> not set -q __fish_git_prompt_char_dirtystate
5	14	-> if not set -q __fish_git_prompt_char_untrackedfiles...
9	9	--> not set -q __fish_git_prompt_char_untrackedfiles
6	15	-> if not set -q __fish_git_prompt_char_conflictedstate...
9	9	--> not set -q __fish_git_prompt_char_conflictedstate
5	14	-> if not set -q __fish_git_prompt_char_cleanstate...
9	9	--> not set -q __fish_git_prompt_char_cleanstate
6	14	-> if not set -q __fish_git_prompt_color_dirtystate...
8	8	--> not set -q __fish_git_prompt_color_dirtystate
5	14	-> if not set -q __fish_git_prompt_color_stagedstate...
9	9	--> not set -q __fish_git_prompt_color_stagedstate
5	13	-> if not set -q __fish_git_prompt_color_invalidstate...
8	8	--> not set -q __fish_git_prompt_color_invalidstate
5	14	-> if not set -q __fish_git_prompt_color_untrackedfiles...
9	9	--> not set -q __fish_git_prompt_color_untrackedfiles
5	13	-> if not set -q __fish_git_prompt_color_cleanstate...
8	8	--> not set -q __fish_git_prompt_color_cleanstate
6	14	-> if not set -q __fish_prompt_normal...
8	8	--> not set -q __fish_prompt_normal
15	15	-> set -l color_cwd
13	13	-> set -l prefix
12	12	-> set -l suffix
20	54	-> switch "$USER"...
19	19	--> set color_cwd $fish_color_cwd
15	15	--> set suffix '$'
29	29	-> set_color $color_cwd
52	483	-> echo -n (prompt_pwd)
119	431	--> prompt_pwd
38	38	---> set -l options 'h/help'
33	33	---> argparse -n prompt_pwd --max-args=0 $options -- $argv
7	17	---> if set -q _flag_help...
10	10	----> set -q _flag_help
9	9	---> set -q fish_prompt_pwd_dir_length
15	15	---> or set -l fish_prompt_pwd_dir_length 1
40	40	---> set realhome ~
60	103	---> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
43	43	----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
9	57	---> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
17	17	----> [ $fish_prompt_pwd_dir_length -eq 0 ]
31	31	----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
17	17	-> set_color normal
54	35813	-> printf '%s ' (__fish_vcs_prompt)
44	35759	--> __fish_vcs_prompt
605	5060	---> __fish_git_prompt
9	95	----> if not command -sq git...
86	86	-----> not command -sq git
195	4291	----> set -l repo_info (command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null)
4096	4096	-----> command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null
55	55	----> test -n "$repo_info"
14	14	----> or return
703	970	---> __fish_hg_prompt
33	267	----> if not command -sq hg...
207	207	-----> not command -sq hg
27	27	-----> return 1
249	29685	---> __fish_svn_prompt
24	248	----> if not command -sq svn...
224	224	-----> not command -sq svn
261	29139	----> set -l checkout_info (command svn info ^/dev/null)
28878	28878	-----> command svn info ^/dev/null
14	49	----> if [ $status -ne 0 ]...
28	28	-----> [ $status -ne 0 ]
7	7	-----> return
11	28	-> if not test $last_status -eq 0...
17	17	--> not test $last_status -eq 0
18	18	-> echo -n "$suffix "
23	23	-> set_color normal
16	16	> echo $_ " "
34	90	> __fish_pwd
56	56	-> pwd
67	104	> __fish_disable_bracketed_paste ls
37	37	-> printf "\e[?2004l"
34	34	> echo $_ " "
51	117	> __fish_pwd
66	66	-> pwd
210	5857	> ls
5647	5647	-> command ls -G $argv
53	110	> __fish_enable_bracketed_paste
57	57	-> printf "\e[?2004h"
54	454	> fish_mode_prompt
188	400	-> fish_default_mode_prompt
17	212	--> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
164	164	---> test "$fish_key_bindings" = "fish_vi_key_bindings"
31	31	---> or test "$fish_key_bindings" = "fish_hybrid_key_bindings"
805	32256	> fish_prompt
60	60	-> set -l last_status $status
11	28	-> if not set -q __fish_git_prompt_show_informative_status...
17	17	--> not set -q __fish_git_prompt_show_informative_status
9	23	-> if not set -q __fish_git_prompt_hide_untrackedfiles...
14	14	--> not set -q __fish_git_prompt_hide_untrackedfiles
9	21	-> if not set -q __fish_git_prompt_color_branch...
12	12	--> not set -q __fish_git_prompt_color_branch
8	21	-> if not set -q __fish_git_prompt_showupstream...
13	13	--> not set -q __fish_git_prompt_showupstream
8	28	-> if not set -q __fish_git_prompt_char_upstream_ahead...
20	20	--> not set -q __fish_git_prompt_char_upstream_ahead
8	21	-> if not set -q __fish_git_prompt_char_upstream_behind...
13	13	--> not set -q __fish_git_prompt_char_upstream_behind
8	20	-> if not set -q __fish_git_prompt_char_upstream_prefix...
12	12	--> not set -q __fish_git_prompt_char_upstream_prefix
7	20	-> if not set -q __fish_git_prompt_char_stagedstate...
13	13	--> not set -q __fish_git_prompt_char_stagedstate
7	20	-> if not set -q __fish_git_prompt_char_dirtystate...
13	13	--> not set -q __fish_git_prompt_char_dirtystate
9	24	-> if not set -q __fish_git_prompt_char_untrackedfiles...
15	15	--> not set -q __fish_git_prompt_char_untrackedfiles
14	57	-> if not set -q __fish_git_prompt_char_conflictedstate...
43	43	--> not set -q __fish_git_prompt_char_conflictedstate
9	29	-> if not set -q __fish_git_prompt_char_cleanstate...
20	20	--> not set -q __fish_git_prompt_char_cleanstate
8	24	-> if not set -q __fish_git_prompt_color_dirtystate...
16	16	--> not set -q __fish_git_prompt_color_dirtystate
7	18	-> if not set -q __fish_git_prompt_color_stagedstate...
11	11	--> not set -q __fish_git_prompt_color_stagedstate
7	17	-> if not set -q __fish_git_prompt_color_invalidstate...
10	10	--> not set -q __fish_git_prompt_color_invalidstate
6	19	-> if not set -q __fish_git_prompt_color_untrackedfiles...
13	13	--> not set -q __fish_git_prompt_color_untrackedfiles
8	17	-> if not set -q __fish_git_prompt_color_cleanstate...
9	9	--> not set -q __fish_git_prompt_color_cleanstate
7	17	-> if not set -q __fish_prompt_normal...
10	10	--> not set -q __fish_prompt_normal
17	17	-> set -l color_cwd
16	16	-> set -l prefix
14	14	-> set -l suffix
23	62	-> switch "$USER"...
22	22	--> set color_cwd $fish_color_cwd
17	17	--> set suffix '$'
30	30	-> set_color $color_cwd
62	560	-> echo -n (prompt_pwd)
164	498	--> prompt_pwd
26	26	---> set -l options 'h/help'
31	31	---> argparse -n prompt_pwd --max-args=0 $options -- $argv
8	20	---> if set -q _flag_help...
12	12	----> set -q _flag_help
10	10	---> set -q fish_prompt_pwd_dir_length
17	17	---> or set -l fish_prompt_pwd_dir_length 1
49	49	---> set realhome ~
